Business_ID,Monthly_Bank_Inflow,Monthly_Bank_Outflow,GST_Compliance_Score,Ecommerce_Sales,Supplier_Payments,Invoices_Issued,Invoice_Amount,Social_Media_Engagement,Credit_Score,Risk_Category,Country
549,1456005,1172077,0.5404596415256261,440442,245341,108,637407,24748,648.3184604076826,Medium Risk,Australia
550,511243,294223,0.7014900893825807,213199,294272,464,586291,47511,527.1070668535217,Medium Risk,India
551,1212208,1138252,0.5867622574932543,386794,73368,410,471595,33066,592.2433639904926,Medium Risk,USA
552,1047639,1252108,0.8474755444512309,494585,492235,218,104837,27877,561.4611613399125,Medium Risk,Germany
553,301451,1693261,0.6730498632688928,742722,485815,246,233068,32667,405.2805419879,High Risk,Germany
554,53051,627135,0.9878051004299576,691777,224571,435,366427,49823,524.3551825096026,High Risk,Australia
555,1802683,1696471,0.820486038672666,946197,346102,213,943476,17274,695.432377282346,Medium Risk,Canada
556,1475412,250178,0.9112402818171804,482890,300064,97,133805,42698,668.0998692310533,Low Risk,Mexico
557,1054646,1228097,0.5662623363709243,393100,256514,434,890278,13898,501.43685328016164,Medium Risk,Brazil
558,1710099,456752,0.9310072411363112,125598,409372,146,819359,17658,562.614256257842,Low Risk,Afghanistan
559,1021525,618365,0.9613785952566972,260100,147180,438,917021,44337,470.8692951965786,Medium Risk,Zimbabwe
560,1820348,854690,0.7435309594094679,792877,430061,408,125657,278,555.128583808629,Low Risk,Zimbabwe
561,239407,733662,0.8031264688754887,718521,401016,438,863062,20570,492.7631112840385,Medium Risk,Indonesia
562,499395,1335585,0.8824049004514978,786676,264904,116,114428,17218,411.1783503763316,High Risk,India
563,999597,1216293,0.5874193136302063,143241,440928,421,132035,22716,446.824982625578,High Risk,Mexico
564,512894,1460491,0.7512830382317213,749452,400826,379,455563,898,414.51319230090274,High Risk,Indonesia
565,1310386,592288,0.6993315138861566,163124,82603,63,240780,7701,657.76766236649,Medium Risk,USA
566,1007238,1629601,0.5731869960811246,475065,38872,47,922676,25463,511.622757237858,High Risk,Germany
567,777975,330709,0.6837672111457658,214923,277872,211,751570,2895,657.8814619621384,Medium Risk,Germany
568,123523,973026,0.5340861546927468,18036,362246,272,79518,32026,342.8882884255477,High Risk,India
569,1859039,1264816,0.5129059534747435,566066,493535,300,186355,45364,500.9932321662434,Medium Risk,Venezuela
570,1193052,1655351,0.5675831445774113,955238,389193,122,877758,37456,518.4678688691721,Medium Risk,South Africa
571,1332417,1353062,0.9815575557945868,164245,287727,24,677565,7397,492.14318810623723,Medium Risk,India
572,853451,1381526,0.7747647679475085,695763,90774,226,130243,3184,510.6528994404029,High Risk,USA
573,1079225,1389490,0.98291108057661,993825,405479,170,809180,30429,450.2789189384259,Medium Risk,North Korea
574,920045,1157199,0.7162489391650659,212747,393518,135,948601,11210,403.72613968314886,Medium Risk,Sudan
575,272866,1443897,0.6559080665426298,933848,203522,160,406308,831,453.8985087689859,High Risk,USA
576,1185248,1047289,0.753070931420122,553088,225357,188,63311,1229,518.6300874012159,Medium Risk,Indonesia
577,1696711,937425,0.7197558443164551,297516,417672,94,32692,28122,489.9847058821786,Medium Risk,Sudan
578,1443470,213675,0.552832342130872,333660,358262,98,659242,1705,567.2994089966315,Low Risk,North Korea
579,1833570,1708811,0.8204131573451031,816970,70942,17,689222,12070,468.48569348141956,Medium Risk,Venezuela
580,78251,682465,0.6080190912547998,860350,18689,465,402179,43805,377.37499534208246,Medium Risk,Venezuela
581,1726345,1295030,0.8097939774489148,942477,431150,326,231468,44230,510.3970482701797,Medium Risk,Sudan
582,1473286,1028748,0.8251005461990767,343299,38276,297,351651,29365,546.9038331949829,Medium Risk,Mexico
583,1648809,1188151,0.576012426564324,765600,106968,437,90152,32430,579.1581787313371,Medium Risk,Brazil
584,1975860,1063024,0.5306748135553341,69500,418089,234,473685,3033,608.0277203502476,Medium Risk,India
585,1130793,1286182,0.8903807930342199,177647,280194,326,539214,15287,547.3770974837232,Medium Risk,UK
586,1106884,535815,0.72990021188466,246527,71216,296,13969,25891,631.6498882215897,Medium Risk,USA
587,1366669,1371398,0.5290818977527378,445477,220516,442,45733,25000,571.0022414749293,Medium Risk,Canada
588,233062,106218,0.9974331585848836,644947,351184,30,341999,5174,543.634721677755,Medium Risk,India
589,444366,617518,0.5288902804981833,562004,26644,79,51743,46905,546.1820468568613,Medium Risk,Germany
590,794840,800044,0.8475176144292766,406452,67021,460,664481,26526,591.5988302312563,Medium Risk,USA
591,150235,1414775,0.9918394626317067,419064,173197,368,180948,39967,372.3387420240076,High Risk,Australia
592,1173316,479589,0.6195900521079628,12352,465115,428,903877,993,495.8525452360314,Medium Risk,Venezuela
593,428496,1765416,0.5711246843435981,143004,47291,303,30323,34258,226.03067204448564,High Risk,Afghanistan
594,1951625,508446,0.5606924697112144,872881,433276,154,533293,19873,883.4317491956358,Low Risk,Australia
595,800201,492052,0.6516375737837978,542844,399754,152,288572,4339,559.1231026516899,Medium Risk,South Africa
596,853328,1412978,0.5505229055053233,796261,434392,12,568866,20963,557.7398452266467,Medium Risk,Germany
597,1093233,1118562,0.846080670847066,358980,308664,33,620774,3532,507.52946250835197,Medium Risk,India
598,227247,1758096,0.5311458990650313,670858,30675,300,511793,35239,261.659817591987,High Risk,Sudan
599,1761741,377739,0.7547110640748949,741478,154359,478,336284,1615,835.1485718469277,Low Risk,Australia
600,579525,1704222,0.9983484269264884,60098,267318,418,791738,31770,281.31902513569776,High Risk,Zimbabwe
601,1082751,502327,0.9069851347530092,991890,97268,213,641613,48774,640.6649356442475,Low Risk,India
602,1118632,1405649,0.8076097191155054,384313,302142,132,880261,39194,486.6458391810379,Medium Risk,Brazil
603,226615,627794,0.6531268103933059,674929,189384,344,278508,14705,542.386748915528,Medium Risk,UK
604,237628,64911,0.8119479181458192,257199,410328,120,401011,5686,520.1805420687425,Medium Risk,India
605,688836,455037,0.7635207319558258,136060,110410,443,438565,35785,591.4603811325678,Medium Risk,Canada
606,423632,760399,0.7130416919451857,197954,342369,148,666051,48769,455.21011699115644,Medium Risk,Brazil
607,1232991,1008039,0.5653551883700998,735753,311958,434,792259,31286,683.0971331381674,Medium Risk,USA
608,456716,929885,0.9433021076202334,140544,352235,322,629886,27028,430.06614742859375,High Risk,South Africa
609,496438,638746,0.7248923244106613,534628,317863,239,731827,32828,428.45922539482024,Medium Risk,Sudan
610,1652239,1090751,0.5973112559103826,709309,134887,11,186968,17651,592.1782660409009,Medium Risk,South Africa
611,715022,935667,0.6838796754386448,616590,301063,468,67062,21593,480.1474130796302,Medium Risk,South Africa
612,591252,346915,0.7070648762644636,989947,340299,49,238338,20811,586.2683898978952,Medium Risk,India
613,1736293,529876,0.9137689477834372,757028,338713,447,745122,20139,720.3675618634893,Low Risk,India
614,302764,1724164,0.8668071902807011,477243,308472,243,679221,36661,331.4993620734964,High Risk,India
615,764998,641213,0.8846524468206699,534426,206554,444,237909,10047,522.8774494113488,Medium Risk,India
616,1565458,798734,0.5055156322143236,403574,291762,436,516995,32435,513.1992779841577,Medium Risk,Venezuela
617,790427,1144934,0.7080769990898808,653907,39675,159,98302,15959,453.95274993294686,Medium Risk,Brazil
618,562153,1489119,0.7406720758176618,478466,286063,185,598216,23222,459.6569286012124,High Risk,Germany
619,117215,77057,0.5095961384115284,881808,271317,219,748591,1677,568.5664097570312,Medium Risk,Mexico
620,1954050,1346870,0.6299066043725171,634219,376513,92,575635,42356,724.5308070876147,Medium Risk,Germany
621,194356,284726,0.8801449115610676,958158,293544,260,537409,28450,549.8070924980831,Medium Risk,India
622,253861,308176,0.5685548528644995,166951,186517,77,93793,42032,457.4946158174959,Medium Risk,South Africa
623,1052168,1605062,0.7676550657262958,877964,75305,423,562452,33898,392.5202671870404,Medium Risk,North Korea
624,405612,738754,0.6076009360086188,852210,173636,183,297635,31998,572.2704887392534,Medium Risk,Canada
625,1553181,967583,0.5060603873219467,572060,444030,216,593510,15981,513.3188117331457,Medium Risk,Afghanistan
626,59435,1245868,0.6206007287997708,68478,477963,297,688525,10885,334.03676334368004,High Risk,South Africa
627,497556,174931,0.9879368774550268,467569,93791,238,538036,6791,643.9306293982024,Medium Risk,UK
628,1798014,1522252,0.9007685559414949,561050,164034,469,560841,17397,559.0515373531555,Medium Risk,Indonesia
629,915264,192491,0.9797883221605168,154355,483108,243,126547,6458,673.2468880402521,Medium Risk,USA
630,1674157,1459585,0.7439270219631813,729282,484058,227,594668,19681,678.5531433947482,Medium Risk,Australia
631,128781,431921,0.5548680993387518,704780,75533,123,54331,1562,542.2842991842704,Medium Risk,UK
632,241475,290910,0.7739797444868465,852000,192256,317,761393,15611,643.0090530312801,Medium Risk,UK
633,210196,1101812,0.7271886672799804,881522,481128,268,654905,10670,372.40494598153515,High Risk,Venezuela
634,276507,117955,0.922178541369808,816651,370735,211,835992,48765,588.3825245580965,Medium Risk,Mexico
635,356063,657433,0.5490412903921222,853601,146650,99,850297,44514,605.5096494621627,Medium Risk,Germany
636,814121,1749294,0.7441205685108891,503671,136060,377,974190,15574,338.09759435654223,High Risk,North Korea
637,826665,1309361,0.5750243323469921,609253,154696,226,610198,7137,537.677237575784,Medium Risk,Canada
638,1789183,1173490,0.6623379634450299,187912,306338,370,407891,28229,571.0300975575155,Medium Risk,India
639,1219748,237990,0.8686785386938998,185767,377047,280,994210,42367,759.3533743904632,Low Risk,UK
640,1455478,408387,0.7380090646843833,246281,398605,384,510201,13486,751.1311310265346,Low Risk,USA
641,534963,568884,0.6879441425728847,94754,366447,235,512237,6321,560.5850756740765,Medium Risk,USA
642,1554544,1026261,0.6972381392850177,612276,247188,313,874418,23574,513.3715749656174,Medium Risk,North Korea
643,1417293,1735215,0.7297233842029933,461558,381047,123,741576,40637,405.62123676559514,Medium Risk,Sudan
644,1157677,1272845,0.8925082719185284,517732,334535,272,20068,49939,485.1453193795976,Medium Risk,Mexico
645,1594548,422417,0.9460423444701171,160023,242501,437,588748,47224,542.0150588954489,Low Risk,Sudan
646,338790,1010020,0.977667343251964,666667,412010,277,897198,21145,387.9819006938135,Medium Risk,Afghanistan
647,940617,168155,0.8934516931276475,90388,325146,68,580706,25883,690.1490208653814,Medium Risk,UK
648,597337,1199250,0.6577034478740064,887200,302675,302,298350,40257,386.13495070982066,Medium Risk,North Korea
649,1833541,936739,0.8440673530432711,831860,188887,354,662468,5022,786.0403206853845,Low Risk,Canada
650,1458836,1335289,0.718801562027696,249779,9986,417,796719,46507,599.8756041988947,Medium Risk,Australia
651,1982387,1520077,0.6273353110230255,888453,299442,407,32337,22806,497.01361463436876,Medium Risk,Afghanistan
652,1691249,573351,0.9204357897129614,914850,268625,498,161738,42871,693.5300535416558,Low Risk,Brazil
653,700419,97642,0.5192131744811626,216846,323552,15,257667,32579,470.94099676877676,Medium Risk,Zimbabwe
654,483374,120093,0.9508809960677118,704335,205339,102,666521,5278,491.36301894567464,Medium Risk,Zimbabwe
655,770777,1586182,0.7307387323123671,142212,126950,438,524241,30122,430.1864406180266,High Risk,Australia
656,1646153,247215,0.8186007384041403,952346,415051,75,897099,15340,902.8634823349066,Low Risk,Canada
657,1470946,1785856,0.8296769611028914,822853,130355,368,362215,26320,573.5407309152204,Medium Risk,Germany
658,937225,1762465,0.9475588703532682,798140,32798,62,108064,36836,403.18723476386054,High Risk,South Africa
659,321967,65954,0.8183348410836037,931134,96649,294,966255,2816,503.9242024038967,Medium Risk,North Korea
660,241232,1106432,0.8069667923800309,422811,332031,255,378655,16674,389.4700655236795,High Risk,Mexico
661,1402695,556861,0.5333260202803449,610309,24477,280,492605,46379,632.1532295626412,Low Risk,Mexico
662,59540,589655,0.759204010972602,169380,415482,54,417974,17819,417.317193218181,High Risk,India
663,1639228,525553,0.5750845004085208,54789,222400,362,468996,8281,729.6449406073829,Medium Risk,UK
664,1496403,792092,0.8687168843607428,983194,222060,220,780974,45863,780.2303462852598,Low Risk,USA
665,601951,916040,0.7561109604063372,36086,394959,398,537466,44166,514.003745908101,High Risk,UK
666,1150567,352918,0.8401138896041767,289003,441742,420,566119,49630,722.2433377349137,Medium Risk,USA
667,238751,1102328,0.5208364503011922,541972,394570,56,143248,20313,392.28858778950087,High Risk,Indonesia
668,1464902,871461,0.5423960080229016,101088,410105,275,113306,6480,642.4602976341771,Medium Risk,Canada
669,1784913,178757,0.8581616940313411,404423,291479,489,174726,715,714.3900590332852,Low Risk,South Africa
670,668992,1392413,0.5360421679993367,580387,409470,88,788580,563,444.61347264641535,High Risk,Brazil
671,99115,146739,0.5356283638826294,995000,353754,391,954131,32073,677.9260822346331,Medium Risk,Australia
672,1451727,1316585,0.5060542376174437,600381,278586,297,717910,9258,462.6649375496776,Medium Risk,Venezuela
673,793583,810316,0.97825069914974,170761,313433,130,384169,20751,561.8997889611571,Medium Risk,USA
674,1290538,1286556,0.8687541797295035,845083,320891,300,710270,3258,654.5352809218432,Medium Risk,Australia
675,771747,1335185,0.6766257042510321,548181,304471,76,100417,20108,427.84467578340065,High Risk,Indonesia
676,1247719,1467398,0.6482677906438277,501024,414415,300,723611,46302,420.8227331952834,Medium Risk,North Korea
677,1813211,366676,0.6748516148729248,600706,339971,240,438638,5038,603.5063907300826,Low Risk,North Korea
678,586226,1422714,0.887326765590591,135074,111464,60,21984,38285,397.7888393997798,High Risk,USA
679,1002699,1396853,0.8306853055352073,899497,136184,411,99312,22488,476.0681382337096,Medium Risk,India
680,403824,1044929,0.592597783933734,140351,92051,364,202458,8981,438.052385720715,High Risk,Germany
681,1102576,1596847,0.5870546676670422,725371,155653,399,93291,5703,372.2748234022683,High Risk,Afghanistan
682,775948,353412,0.5491978248566987,48635,250300,114,803567,35080,546.9966025389198,Medium Risk,Mexico
683,937474,515417,0.8301513598506691,983619,64722,196,534608,22604,713.1710752169378,Medium Risk,Germany
684,1454330,1510035,0.882186331110868,105071,97036,396,497387,16866,543.8286906739895,Medium Risk,UK
685,301492,218456,0.632523214162502,475918,233634,97,687044,28486,533.2839368915927,Medium Risk,South Africa
686,1988699,585941,0.5104724805154564,874950,152595,354,983417,11795,759.8782996457068,Low Risk,Brazil
687,1598098,1236305,0.5410858337382136,378377,334104,60,885206,17896,479.7861550340259,Medium Risk,Sudan
688,541072,258504,0.9839300174225152,900083,253709,64,425105,42643,686.4807914513525,Medium Risk,UK
689,1136880,1724693,0.6477223887387101,607093,286696,142,761209,14659,535.7105142827954,Medium Risk,Germany
690,554999,682665,0.8846115739190668,986458,146880,43,370215,39014,532.7470198631746,Medium Risk,South Africa
691,381593,1604486,0.8123317844271318,431280,240419,32,714259,33239,352.3635925774301,High Risk,Brazil
692,657274,603044,0.690969819826448,919245,470741,53,265083,38433,561.4304714594834,Medium Risk,South Africa
693,201836,1119385,0.6028436310977776,351207,159692,424,938274,8902,393.6307086295914,High Risk,South Africa
694,158940,1619589,0.5606932090797032,274598,268031,129,966825,8407,318.02251556791623,High Risk,South Africa
695,1053531,746756,0.8075064840194333,293022,298946,17,644151,40305,548.3051823847976,Medium Risk,Brazil
696,874926,81226,0.8873168903188939,192170,90024,484,51777,33314,570.0547105094531,Medium Risk,Mexico
697,1364093,529512,0.8219521267705654,203226,493765,40,56250,34259,594.2385186136853,Medium Risk,India
698,717521,1684046,0.7651510666245791,154063,250809,105,869466,11616,430.90656866838265,High Risk,Canada
699,1720396,1554357,0.5209756117158182,602632,123639,286,901372,29186,654.9089702490324,Medium Risk,Australia
700,929090,1107978,0.984244388797192,901378,385392,90,312274,48322,526.5482125020943,Medium Risk,Brazil
701,435777,1082839,0.8993570958272873,570881,86938,8,485147,30580,497.2284249339977,High Risk,USA
702,1723250,1070993,0.6464110183504823,570592,222813,227,714706,44759,621.0863221671452,Medium Risk,Brazil
703,601638,1256476,0.9899851646794252,433602,257100,342,930041,47866,515.4264760548367,High Risk,UK
704,1715872,602212,0.800940794818161,720580,389890,452,750122,38837,707.3689172801792,Low Risk,Mexico
705,1979305,366326,0.7912113291036232,123613,293193,170,25216,9365,796.2392824899226,Low Risk,UK
706,599639,254137,0.874036589714766,734698,344933,387,356293,48729,583.8376974298112,Medium Risk,Mexico
707,662956,1530844,0.9058848940450688,497505,89526,348,537297,5554,326.70772324724595,High Risk,North Korea
708,688873,959168,0.8282393036657514,424299,406062,387,886336,36018,581.1025924220778,Medium Risk,Australia
709,1436073,1376457,0.5640478731831,552642,488779,380,694687,26281,458.02227147340915,Medium Risk,Afghanistan
710,1306445,393476,0.6691337529972492,294334,51220,475,155281,15486,598.1574860005975,Medium Risk,India
711,115953,1430283,0.9640418201630248,540430,313307,282,713803,39282,412.79560374540915,High Risk,Australia
712,1942466,1763309,0.612307805921926,431614,401981,134,549317,37525,634.7386590441835,Medium Risk,Australia
713,550328,1589161,0.6860835119187567,193043,384270,35,470829,43354,292.9233558061849,High Risk,Zimbabwe
714,1905366,721757,0.7160384414720979,838294,348630,379,744803,24427,725.022984235876,Low Risk,South Africa
715,53267,420719,0.7197024948472261,718770,443486,15,198069,21281,480.81207985622603,Medium Risk,India
716,132745,1557937,0.8064697912472627,160575,80277,480,374315,47762,325.1085074089985,High Risk,Australia
717,1974596,1179947,0.971537918872354,135438,486494,306,124456,21552,585.7091129820516,Medium Risk,Indonesia
718,874945,592997,0.6203463559162525,582744,488455,100,334703,38348,471.64227802038056,Medium Risk,Sudan
719,207164,1063578,0.560750688150459,634455,371389,194,861324,40901,434.1106043220652,High Risk,Indonesia
720,585626,1270768,0.5987352449299687,878467,127332,457,866841,33851,547.5197883709151,Medium Risk,Australia
721,181484,1228898,0.9434624501046348,804448,239231,196,936139,22091,420.4847796733389,High Risk,India
722,581831,51172,0.822905406327603,274528,27931,490,829497,41411,478.6690802913047,Medium Risk,North Korea
723,942323,565843,0.64295339461958,203392,94116,270,776759,10016,546.2552005513325,Medium Risk,Mexico
724,1159268,1026121,0.9079734694843088,418288,256671,428,392688,10243,522.8786933045237,Medium Risk,Mexico
725,1318732,1656140,0.930684998181718,112239,322777,132,379484,25955,432.8326536513162,High Risk,Indonesia
726,1322568,611780,0.923257169345139,645719,478918,242,43783,15681,719.1571192269648,Medium Risk,Australia
727,566771,738362,0.9594632668197772,876450,56913,412,44152,2007,580.7550337214084,Medium Risk,Australia
728,880857,543319,0.6261205100866808,574798,255216,359,593029,29524,670.0997278954094,Medium Risk,Germany
729,613044,810298,0.8775209643731392,714293,99776,432,903481,23408,521.123879213075,Medium Risk,Indonesia
730,593176,906031,0.73026974863707,818258,30991,116,454718,42084,490.9369124067362,Medium Risk,India
731,741095,1300896,0.9209992764450308,340170,190917,320,563380,41605,355.3038120900935,High Risk,Afghanistan
732,883727,1496554,0.8642453385808067,131668,109092,450,158725,46625,441.46088005916664,High Risk,USA
733,1084978,1089622,0.8882237232498623,776988,234577,347,501215,37042,541.0806379341936,Medium Risk,Brazil
734,1212928,258071,0.8280809188405358,428734,191384,149,764924,27057,758.0805017796755,Low Risk,USA
735,919474,408165,0.5887143847348535,558333,408777,69,181541,25564,681.4634880808936,Medium Risk,Germany
736,135999,738662,0.7725134594484692,191948,415117,251,788424,48576,427.4618645847073,High Risk,South Africa
737,1116531,446366,0.992334869762254,495662,242113,227,358627,23749,500.7614120335393,Medium Risk,North Korea
738,1922849,1345573,0.9686940332485594,624390,100556,483,918017,42165,619.9723365547213,Medium Risk,Indonesia
739,120640,1042117,0.5215868678985058,324063,330019,494,331898,27225,309.45209086449546,High Risk,Venezuela
740,246582,675188,0.5824074078647186,633729,161989,317,695338,34858,554.7847586603722,Medium Risk,Germany
741,1842662,1561191,0.565864386727281,168175,329264,443,97592,5696,595.1724491120282,Medium Risk,Australia
742,450573,445008,0.8629899549926477,259877,400204,110,366687,16474,578.427717082407,Medium Risk,UK
743,1524271,1661993,0.9088926649284724,963692,377185,185,53169,3875,612.355005565503,Medium Risk,USA
744,111476,1284126,0.606755683155336,146917,133467,188,451503,27488,316.7151818966872,High Risk,India
745,1405531,274883,0.7529263464759145,227770,412472,230,64745,21129,739.3496068207255,Low Risk,Canada
746,1265856,1716994,0.9203515140056,964178,385634,269,644456,18545,509.94256914139913,Medium Risk,Brazil
747,725510,1539090,0.8664007723831253,652613,223800,282,648273,48574,496.5146420195784,High Risk,Australia
748,1694044,979491,0.7711186027459241,553625,131155,401,801975,14745,732.1636407551542,Medium Risk,UK
749,748646,701210,0.7951738452293864,687673,295374,93,721752,31205,552.1547177135002,Medium Risk,Brazil
750,687144,959616,0.75418027345814,954447,64778,180,31067,13768,490.6058684819218,Medium Risk,Brazil
751,1953458,1200365,0.6487742256594102,350093,50833,22,61033,16060,576.0701775270957,Medium Risk,South Africa
752,464568,709418,0.782510996429508,796708,289769,375,55256,11457,409.793980491463,Medium Risk,Sudan
753,1284717,730780,0.8444426510250453,323295,37088,464,755993,37303,578.9415950880625,Medium Risk,India
754,948320,1641754,0.9366614579304038,945115,215722,428,249455,15904,449.6951742654783,High Risk,Mexico
755,684736,1144593,0.818145676989624,677304,439383,405,512264,14726,559.1555771424453,Medium Risk,Australia
756,1637261,1256952,0.880560768521579,849319,371081,403,210417,28232,593.1480179192528,Medium Risk,Mexico
757,1276607,1766857,0.5800358174772865,615730,469507,110,949695,8051,571.6328697160218,Medium Risk,USA
758,1018021,529137,0.730778737209895,59847,201375,275,96803,6549,522.3994483675128,Medium Risk,South Africa
759,1217756,686884,0.5046658099135466,68653,81361,467,213814,19165,529.5135447164246,Medium Risk,Brazil
760,116234,654712,0.6233394322608115,751432,355373,323,128843,36067,378.5802305179225,Medium Risk,Venezuela
761,1662818,723264,0.8632308575565024,787949,140189,171,489809,39636,776.8645399756826,Low Risk,Germany
762,228352,871344,0.9959049756746816,328766,95265,17,563280,9230,340.1504794359041,High Risk,Sudan
763,1178035,1636872,0.549589049793608,299954,102718,341,222603,23924,486.02230652963334,High Risk,USA
764,459995,1471852,0.7007471579306441,87842,327854,36,583091,41501,406.1360270986592,High Risk,Australia
765,245004,637847,0.9000354843495797,918657,492642,397,382119,37093,591.967356404157,Medium Risk,Canada
766,516152,1133913,0.6020178173144495,282647,99876,44,728837,31975,485.02551053669265,High Risk,USA
767,1823832,927048,0.7775424746511431,94761,465270,152,154282,49848,696.070420779785,Medium Risk,UK
768,1157739,1354070,0.8665356480148374,440192,35949,222,486545,6154,552.4529324768986,Medium Risk,Germany
769,1574429,1102930,0.8079927251300896,922871,420763,223,36270,34373,606.3607891402949,Medium Risk,South Africa
770,101934,1123762,0.594012367307708,808022,217954,473,465224,41921,402.96209276714245,High Risk,Indonesia
771,1818831,582433,0.6776922843428697,526637,335280,86,932701,48617,711.683396469346,Low Risk,South Africa
772,475523,457236,0.8918958922426986,676246,116541,337,779217,10932,541.7054601583183,Medium Risk,Mexico
773,890530,1688987,0.7771132570660083,940370,200691,212,541740,29770,447.3581108527362,High Risk,South Africa
774,1552713,1578459,0.5026148067714564,338768,66842,205,313630,49212,482.0540785620868,Medium Risk,India
775,55486,770829,0.8804953800140469,996403,493019,451,24859,22952,453.98252204730045,Medium Risk,Brazil
776,1237983,1623445,0.5176556774701195,698152,237930,336,954740,23720,502.34339497830234,Medium Risk,South Africa
777,923332,1691793,0.8728668913656161,412980,294134,432,959403,28407,498.37256401276954,High Risk,Canada
778,1748884,315195,0.6012402800826186,791198,152265,42,566371,47651,737.5842962507644,Low Risk,South Africa
779,1089458,605762,0.97903674005969,130356,297253,215,864140,1651,661.7048325200112,Medium Risk,Australia
780,1725659,646036,0.6839703756510422,227228,135356,448,121462,48022,720.7437862101311,Medium Risk,USA
781,270184,1204571,0.6634658081690396,52727,417449,331,157735,27912,397.3365296128431,High Risk,Germany
782,716490,1324266,0.5744440251662224,350615,249629,253,889508,13899,437.4852299976278,High Risk,South Africa
783,1448228,1410346,0.6528021077451074,542356,217802,231,259737,26412,513.2493686285507,Medium Risk,Mexico
784,1859891,823392,0.9383253809141004,651211,395277,52,291197,39720,668.9799446667973,Low Risk,Brazil
785,1741188,458988,0.9981671688136236,410511,170582,22,152157,1549,663.1268697067432,Low Risk,Mexico
786,372710,210553,0.6841547652534241,444376,268450,404,958068,24526,648.3799536124179,Medium Risk,Canada
787,247775,590696,0.7243053154772713,21390,8849,443,361889,35527,477.90143074737625,High Risk,Germany
788,339336,910438,0.8610354691013685,641040,17360,299,200167,40377,427.7005275176781,High Risk,Brazil
789,837494,1338144,0.9430978902325372,947635,378216,200,603805,31651,416.3561055791373,Medium Risk,Zimbabwe
790,1706940,349278,0.7965221670933921,366898,258279,191,686513,24377,582.2326515034297,Low Risk,Sudan
791,1188356,1230139,0.6957628490889147,348113,99767,349,146319,35589,474.62262536298334,Medium Risk,India
792,1251193,1735277,0.7063109204243119,680398,266445,228,938057,45312,569.3908454946869,Medium Risk,UK
793,595977,729983,0.8478090732484034,979831,181872,322,424027,9737,446.07311696889235,Medium Risk,Venezuela
794,1896182,1693191,0.5016091318021394,759078,435179,492,236453,43358,565.3450433913915,Medium Risk,India
795,1449181,423554,0.8097946687299203,349208,59330,401,933639,35793,654.6488907452766,Low Risk,South Africa
796,962606,1281079,0.6777465052206787,31281,56707,369,146645,9924,405.495416505949,High Risk,India
797,939465,1221902,0.8970986656385421,64189,285833,341,522035,27050,441.272959411193,High Risk,Indonesia
798,583636,1785796,0.5464953199115661,272093,34084,233,613555,23588,381.43805132562954,High Risk,USA
799,991218,1089920,0.7941011334741952,320655,45387,394,148261,39108,385.12299353071285,Medium Risk,Zimbabwe
800,88102,424966,0.7404864449430619,656403,341960,471,352221,49764,563.9601273177398,Medium Risk,UK
801,124460,1670821,0.8211627629526137,542893,7642,81,446862,315,294.93561467078405,High Risk,India
802,1463354,135423,0.5324267972414842,372462,309281,192,348767,40167,796.1561659477412,Low Risk,UK
803,1188506,350197,0.7899918937140656,404597,478048,350,141004,11623,513.6801559851891,Medium Risk,Afghanistan
804,1629665,494071,0.7807422939797619,994138,191633,274,515187,10464,714.4996049779397,Low Risk,Brazil
805,1726014,701256,0.7803300472080854,816242,329404,99,63687,3253,779.7018654536232,Low Risk,Canada
806,1826203,216833,0.8017438332982274,259415,151510,314,864744,23934,847.9282666489335,Low Risk,Australia
807,229208,747912,0.8382339686131811,689682,315586,136,117615,34574,523.3687443223292,High Risk,Australia
808,1253273,805435,0.9024944998403848,51869,370205,43,403120,43166,627.6815809009896,Medium Risk,UK
809,263945,107454,0.6349103600641072,567243,401210,76,561852,34435,553.6501444396338,Medium Risk,Mexico
810,281915,1336170,0.912524705090031,595676,259511,285,825267,10500,396.35290614863305,High Risk,India
811,777952,1590473,0.7491278411317268,775612,392988,337,989091,10445,535.9671967994254,Medium Risk,Germany
812,258124,1431320,0.5385291395671656,20207,366719,164,541985,33996,319.93232712632727,High Risk,Indonesia
813,487477,939164,0.5292754646219896,228401,268957,191,614453,19994,508.70045464819185,High Risk,Canada
814,575830,1594718,0.6671191593480303,995132,360171,490,739282,28999,439.101806046328,High Risk,Indonesia
815,1382397,975439,0.8924484885557338,169292,390633,195,944550,40735,663.8243790379165,Medium Risk,Canada
816,1276380,67641,0.8538404673704578,487266,89381,426,592111,28329,677.9385548193095,Low Risk,India
817,1804279,1632575,0.8943074823362032,506762,254880,124,980874,5683,468.4188949392048,Medium Risk,Afghanistan
818,89081,1447616,0.7586345282208047,215157,322420,224,543903,4997,258.27177308765204,High Risk,North Korea
819,768216,1746118,0.7200994989777453,32031,308387,57,516554,6101,400.16612841083236,High Risk,Australia
820,405249,642121,0.5737262633531419,473937,198984,226,932564,43981,582.928326665883,Medium Risk,Canada
821,1318506,348420,0.6640963768046557,877239,65272,455,926931,4667,694.5168291397748,Low Risk,Indonesia
822,855497,311685,0.7170096830869377,605600,178123,416,610724,9371,702.7078037171257,Medium Risk,Australia
823,567313,1554102,0.5443002148398086,594054,477070,135,725879,47216,342.73159756631276,High Risk,North Korea
